"id","name","lat","lon","parent_id","layer","label","country","country_a","region","locality","neighbourhood_borough","population_rank"
"890535763","Gustavo A. Madero","19.481139","-99.099276","101991167","borough","Gustavo A. Madero Gustavo A. Madero,Ciudad de México,Mexico","Mexico","MX","Ciudad de México","Gustavo A. Madero","Gustavo A. Madero","12"
"1108971109","Northeast Sector","53.658666","-113.369388","890458485","borough","Northeast Sector Edmonton,Alberta,Canada","Canada","CA","Alberta","Edmonton","Northeast Sector","0"
"1108955757","Cote-des-Neiges–Notre-Dame-de-Grace","45.499449","-73.62725","101736545","borough","Cote-des-Neiges–Notre-Dame-de-Grace Montreal,Quebec,Canada","Canada","CA","Quebec","Montreal","Cote-des-Neiges–Notre-Dame-de-Grace","0"
"1108906763","Ahuntsic-Cartierville","45.53828","-73.68909","101736545","borough","Ahuntsic-Cartierville Montreal,Quebec,Canada","Canada","CA","Quebec","Montreal","Ahuntsic-Cartierville","0"
"1108833315","North York","43.744423","-79.463984","101735835","borough","North York Toronto,Ontario,Canada","Canada","CA","Ontario","Toronto","North York","0"
"1158857315","Hammersmith and Fulham","51.503489","-0.23127","101750367","borough","Hammersmith and Fulham London,United Kingdom","United Kingdom","GB","","London","Hammersmith and Fulham","0"
"1158857293","Newham","51.521002","0.031675","101750367","borough","Newham London,United Kingdom","United Kingdom","GB","","London","Newham","0"
"1158857267","Brent","51.561808","-0.26597","101750367","borough","Brent London,United Kingdom","United Kingdom","GB","","London","Brent","0"
"1158857245","Westminster","51.497991","-0.12875","101750367","borough","Westminster London,United Kingdom","United Kingdom","GB","","London","Westminster","0"
"1108808659","Binnenstad","52.088876","5.118702","101751827","borough","Binnenstad Utrecht,Utrecht,Netherlands","Netherlands","NL","Utrecht","Utrecht","Binnenstad","0"
"1108805735","Vondelingenplaat","51.887168","4.3536","101751843","borough","Vondelingenplaat Rotterdam,Zuid-Holland,Netherlands","Netherlands","NL","Zuid-Holland","Rotterdam","Vondelingenplaat","0"
"1108804843","Noord","51.932356","4.463335","101751843","borough","Noord Rotterdam,Zuid-Holland,Netherlands","Netherlands","NL","Zuid-Holland","Rotterdam","Noord","0"
"1158844289","Zuidoost","52.30771","4.971317","101751893","borough","Zuidoost Amsterdam,Noord-Holland,Netherlands","Netherlands","NL","Noord-Holland","Amsterdam","Zuidoost","0"
"1108802287","Westpoort","52.412196","4.792531","101751893","borough","Westpoort Amsterdam,Noord-Holland,Netherlands","Netherlands","NL","Noord-Holland","Amsterdam","Westpoort","0"
"1108808043","Segbroek","52.077281","4.262749","101752763","borough","Segbroek The Hague,Zuid-Holland,Netherlands","Netherlands","NL","Zuid-Holland","The Hague","Segbroek","0"
"890536889","Lantinen","60.209734","24.877005","101748417","borough","Lantinen Helsinki,Uusimaa,Finland","Finland","FI","Uusimaa","Helsinki","Lantinen","0"
"1108729495","Hakunila","60.29016","25.122846","101748419","borough","Hakunila Vantaa,Uusimaa,Finland","Finland","FI","Uusimaa","Vantaa","Hakunila","0"
"1108815549","Pankow","52.590515","13.434299","101748799","borough","Pankow Berlin,Berlin,Germany","Germany","DE","Berlin","Berlin","Pankow","0"
"890535769","Benito Juárez","19.380454","-99.161136","857683023","borough","Benito Juárez Mexico City,Ciudad de México,Mexico","Mexico","MX","Ciudad de México","Mexico City","Benito Juárez","0"
"421205765","Brooklyn","40.652256","-73.956582","85977539","borough","Brooklyn New York,New York,United States","United States","US","New York","New York","Brooklyn","12"
"1109371867","Comuna 9","-34.65846","-58.504392","421174285","borough","Comuna 9 Buenos Aires,Ciudad de Buenos Aires,Argentina","Argentina","AR","Ciudad de Buenos Aires","Buenos Aires","Comuna 9","0"
"1158858881","Vyborgskiy Rayon","0.0","0.0","1158857531","borough","Vyborgskiy Rayon St. Petersburg,Saint Petersburg City,Russia","Russia","RU","Saint Petersburg City","St. Petersburg","Vyborgskiy Rayon","0"
"1158857547","Pushkinskiy","0.0","0.0","1158857531","borough","Pushkinskiy St. Petersburg,Saint Petersburg City,Russia","Russia","RU","Saint Petersburg City","St. Petersburg","Pushkinskiy","0"
"890535781","Venustiano Carranza","19.42919","-99.100505","101991179","borough","Venustiano Carranza Venustiano Carranza,Ciudad de México,Mexico","Mexico","MX","Ciudad de México","Venustiano Carranza","Venustiano Carranza","10"
"958020405","North Side","41.936468","-87.673545","85940195","borough","North Side Chicago,Illinois,United States","United States","US","Illinois","Chicago","North Side","0"
"1108955749","Verdun","45.456882","-73.5681","101736545","borough","Verdun Montreal,Quebec,Canada","Canada","CA","Quebec","Montreal","Verdun","0"
"1126115105","La Haute-Saint-Charles","46.898483","-71.351277","101737491","borough","La Haute-Saint-Charles Quebec,Quebec,Canada","Canada","CA","Quebec","Quebec","La Haute-Saint-Charles","0"
"1108833313","Etobicoke","43.67061","-79.553568","101735835","borough","Etobicoke Toronto,Ontario,Canada","Canada","CA","Ontario","Toronto","Etobicoke","0"
"1158857313","Havering","51.587443","0.198443","101750367","borough","Havering London,United Kingdom","United Kingdom","GB","","London","Havering","0"
"1158857291","Redbridge","51.57414","0.048004","101750367","borough","Redbridge London,United Kingdom","United Kingdom","GB","","London","Redbridge","0"
"1158857265","Ealing","51.510513","-0.307506","101750367","borough","Ealing London,United Kingdom","United Kingdom","GB","","London","Ealing","0"
"1108808679","Zuidwest","52.070899","5.103553","101751827","borough","Zuidwest Utrecht,Utrecht,Netherlands","Netherlands","NL","Utrecht","Utrecht","Zuidwest","0"
"1108805755","Nieuw Mathenesse","51.907827","4.424021","101751843","borough","Nieuw Mathenesse Rotterdam,Zuid-Holland,Netherlands","Netherlands","NL","Zuid-Holland","Rotterdam","Nieuw Mathenesse","0"
"1108804841","Rotterdam Centrum","51.915461","4.475337","101751843","borough","Rotterdam Centrum Rotterdam,Zuid-Holland,Netherlands","Netherlands","NL","Zuid-Holland","Rotterdam","Rotterdam Centrum","0"
"1158844287","Nieuw-West","52.364793","4.80508","101751893","borough","Nieuw-West Amsterdam,Noord-Holland,Netherlands","Netherlands","NL","Noord-Holland","Amsterdam","Nieuw-West","0"
"1108808041","Scheveningen","52.102853","4.28818","101752763","borough","Scheveningen The Hague,Zuid-Holland,Netherlands","Netherlands","NL","Zuid-Holland","The Hague","Scheveningen","0"
"890536881","Itainen","60.201193","25.135026","101748417","borough","Itainen Helsinki,Uusimaa,Finland","Finland","FI","Uusimaa","Helsinki","Itainen","0"
"1108729493","Koivukyla","60.324463","25.062924","101748419","borough","Koivukyla Vantaa,Uusimaa,Finland","Finland","FI","Uusimaa","Vantaa","Koivukyla","0"
"1108815547","Neukolln","52.440484","13.443664","101748799","borough","Neukolln Berlin,Berlin,Germany","Germany","DE","Berlin","Berlin","Neukolln","0"
"890535761","Iztacalco","19.394213","-99.103888","857683023","borough","Iztacalco Mexico City,Ciudad de México,Mexico","Mexico","MX","Ciudad de México","Mexico City","Iztacalco","10"
"1109371865","Comuna 8","-34.678082","-58.462188","421174285","borough","Comuna 8 Buenos Aires,Ciudad de Buenos Aires,Argentina","Argentina","AR","Ciudad de Buenos Aires","Buenos Aires","Comuna 8","0"
"1158858879","Petrogradskiy Rayon","0.0","0.0","1158857531","borough","Petrogradskiy Rayon St. Petersburg,Saint Petersburg City,Russia","Russia","RU","Saint Petersburg City","St. Petersburg","Petrogradskiy Rayon","0"
"1158857545","Petrodvortsoviy Rayon","0.0","0.0","1158857531","borough","Petrodvortsoviy Rayon St. Petersburg,Saint Petersburg City,Russia","Russia","RU","Saint Petersburg City","St. Petersburg","Petrodvortsoviy Rayon","0"
"890535765","Iztapalapa","19.346606","-99.055438","101991181","borough","Iztapalapa Iztapalapa,Ciudad de México,Mexico","Mexico","MX","Ciudad de México","Iztapalapa","Iztapalapa","12"
"957999223","Central","41.879218","-87.626952","85940195","borough","Central Chicago,Illinois,United States","United States","US","Illinois","Chicago","Central","0"
"1108955743","LaSalle","45.430926","-73.6335","101736545","borough","LaSalle Montreal,Quebec,Canada","Canada","CA","Quebec","Montreal","LaSalle","0"
"1126115101","Sainte-Foy-Sillery-Cap-Rouge","46.778051","-71.302948","101737491","borough","Sainte-Foy-Sillery-Cap-Rouge Quebec,Quebec,Canada","Canada","CA","Quebec","Quebec","Sainte-Foy-Sillery-Cap-Rouge","0"
"1108833311","Scarborough","43.781265","-79.236905","101735835","borough","Scarborough Toronto,Ontario,Canada","Canada","CA","Ontario","Toronto","Scarborough","0"
"1158857311","Richmond upon Thames","51.458877","-0.301425","101750367","borough","Richmond upon Thames London,United Kingdom","United Kingdom","GB","","London","Richmond upon Thames","0"
"1158857287","Waltham Forest","51.603059","-0.014671","101750367","borough","Waltham Forest London,United Kingdom","United Kingdom","GB","","London","Waltham Forest","0"
"1158857263","Harrow","51.581439","-0.334813","101750367","borough","Harrow London,United Kingdom","United Kingdom","GB","","London","Harrow","0"
"1108808677","Zuid","52.0641","5.1303","101751827","borough","Zuid Utrecht,Utrecht,Netherlands","Netherlands","NL","Utrecht","Utrecht","Zuid","0"
"1108805753","Delfshaven","51.912956","4.447724","101751843","borough","Delfshaven Rotterdam,Zuid-Holland,Netherlands","Netherlands","NL","Zuid-Holland","Rotterdam","Delfshaven","0"
"1108804837","Charlois","51.879337","4.473828","101751843","borough","Charlois Rotterdam,Zuid-Holland,Netherlands","Netherlands","NL","Zuid-Holland","Rotterdam","Charlois","0"
"1158844285","West","52.378383","4.861327","101751893","borough","West Amsterdam,Noord-Holland,Netherlands","Netherlands","NL","Noord-Holland","Amsterdam","West","0"
"1108808039","Loosduinen","52.057297","4.229977","101752763","borough","Loosduinen The Hague,Zuid-Holland,Netherlands","Netherlands","NL","Zuid-Holland","The Hague","Loosduinen","0"
"890536885","Keskinen","60.200105","24.95577","101748417","borough","Keskinen Helsinki,Uusimaa,Finland","Finland","FI","Uusimaa","Helsinki","Keskinen","0"
"1108729491","Tikkurila","60.303353","25.035142","101748419","borough","Tikkurila Vantaa,Uusimaa,Finland","Finland","FI","Uusimaa","Vantaa","Tikkurila","0"
"1108815545","Mitte","52.530427","13.360794","101748799","borough","Mitte Berlin,Berlin,Germany","Germany","DE","Berlin","Berlin","Mitte","0"
"890535757","Cuauhtémoc","19.427561","-99.167503","857683023","borough","Cuauhtémoc Mexico City,Ciudad de México,Mexico","Mexico","MX","Ciudad de México","Mexico City","Cuauhtémoc","11"
