bbox,cessation,country_id,deprecated,file_hash,fullname,geom_hash,geom_latitude,geom_longitude,id,inception,iso,iso_country,lastmodified,lbl_latitude,lbl_longitude,locality_id,name,parent_id,path,placetype,region_id,source,superseded_by,supersedes,wof_country
"-0.142536449966723,51.518540994788964,-0.076357638796747,51.57550832066108",uuuu,85633159,,496cf5497feba49c04b505641c9c94b1,,663ca1d9d8667c621465fe16f87b5c14,51.548487,-0.110251,1158857275,uuuu,GB,GB,1513913275,51.539064,-0.101269,101750367,Islington,101750367,115/885/727/5/1158857275.geojson,borough,-1,gbr-datalondon,,"85866373,85684071,404447411",GB
"-0.21350132138653,51.51265213444894,-0.105349881649722,51.57297870611019",uuuu,85633159,,adfece0036817444a5fc30d57aa861a9,,e07f97938fba53ca0c4fc29f28949b98,51.546394,-0.157424,1158857277,uuuu,GB,GB,1513913278,51.543487,-0.163523,101750367,Camden,101750367,115/885/727/7/1158857277.geojson,borough,-1,gbr-datalondon,,"85865125,85684597,404448211",GB
"-0.171285248862217,51.56463516069448,-0.041447834964023,51.611214795012685",uuuu,85633159,,edb4ae5a097bb377883ed981a6141bc9,,91e0c6016804dd5009fa650712429ad4,51.590372,-0.107470,1158857279,uuuu,GB,GB,1513913283,51.595035,-0.091628,101750367,Haringey,101750367,115/885/727/9/1158857279.geojson,borough,-1,gbr-datalondon,,"85865129,85684121,404429621",GB
"-0.185891042271341,51.60563458389422,-0.008948491038628,51.69187411610748",uuuu,85633159,,15ee14216d7c1544e80c564fcb95eab7,,a69967f9b4dda605237d2ff9892499fc,51.650995,-0.087272,1158857281,uuuu,GB,GB,1513913285,51.654355,-0.082138,101750367,Enfield,101750367,115/885/728/1/1158857281.geojson,borough,-1,gbr-datalondon,,"85787287,85684381,404444933",GB
"-0.305597635768925,51.555186111491196,-0.129147235439372,51.67016685780045",uuuu,85633159,,cb8739d7bf7d769f47c7e26a91cdf43d,,0a6dd99ec6fcb77dcda8bbc8e6fdb6d5,51.616027,-0.210017,1158857285,uuuu,GB,GB,1513913289,51.650054,-0.198560,101750367,Barnet,101750367,115/885/728/5/1158857285.geojson,borough,-1,gbr-datalondon,,"85785487,85684613,404455071",GB
"-0.062274580068915,51.549925391962574,0.025712389743338,51.64652661198177",uuuu,85633159,,023a8223e6ff49d4d99e20ac94029d67,,4435aecace6c7b6f69f6245d1f055088,51.594033,-0.012640,1158857287,uuuu,GB,GB,1513913295,51.603059,-0.014671,101750367,Waltham Forest,101750367,115/885/728/7/1158857287.geojson,borough,-1,gbr-datalondon,,"85865135,85684273,404445563",GB
"0.008678454928303,51.543568895000476,0.149485042345979,51.629022491315595",uuuu,85633159,,476642001701f46bdf750d238e3a0e06,,53d1ec7eac9e1cb575b31fb900fd8925,51.585672,0.075867,1158857291,uuuu,GB,GB,1513913298,51.574140,0.048004,101750367,Redbridge,101750367,115/885/729/1/1158857291.geojson,borough,-1,gbr-datalondon,,"85860293,85684441,404432837",GB
"-0.021264143383116,51.49830663587108,0.096762742338257,51.56398899260977",uuuu,85633159,,ee594a08b9c118cd62f666ce18b44885,,b392892346bdd90ff7cdce34fdf73387,51.528345,0.036381,1158857293,uuuu,GB,GB,1513913302,51.521002,0.031675,101750367,Newham,101750367,115/885/729/3/1158857293.geojson,borough,-1,gbr-datalondon,,"85789375,85684411,404448287",GB
"-0.026408663328021,51.423734989522536,0.124160811398985,51.51144466513163",uuuu,85633159,,bb825c87496f5a1256c42617decfc20c,,ccc9b27d5bc24c51f7f39b60f19a76de,51.472807,0.056244,1158857295,uuuu,GB,GB,1513913306,51.480060,-0.002217,101750367,Greenwich,101750367,115/885/729/5/1158857295.geojson,borough,-1,gbr-datalondon,,"85866377,85683707,404431621",GB
"-0.081111977203322,51.28935506418583,0.162357994392372,51.44431707349959",uuuu,85633159,,f3b637053b05ca8178031da84f7f987a,,70317579fc509458a8f8ac5b7146af13,51.371999,0.051524,1158857297,uuuu,GB,GB,1513913309,51.401639,0.020742,101750367,Bromley,101750367,115/885/729/7/1158857297.geojson,borough,-1,gbr-datalondon,,"85786055,85684235,404440075",GB
"-0.07509330289599,51.41354996711693,0.039045294303896,51.49305547724405",uuuu,85633159,,2aab54e9d95532d5006542f727647e6c,,29c3c2f056edf5a7f0abe304d5c6f757,51.448091,-0.020255,1158857299,uuuu,GB,GB,1513913316,51.461009,-0.014498,101750367,Lewisham,101750367,115/885/729/9/1158857299.geojson,borough,-1,gbr-datalondon,,"85866383,85684337,404450197",GB
"-0.161905469637285,51.286760162469804,0.003281847729713,51.42324421000363",uuuu,85633159,,494bf67dd7e3271909f5fb376e4f0af5,,942223f40a01d0a92bab264dfc8cbbf2,51.355335,-0.087157,1158857301,uuuu,GB,GB,1513913319,51.373327,-0.092786,101750367,Croydon,101750367,115/885/730/1/1158857301.geojson,borough,-1,gbr-datalondon,,"85786907,85684009,404435215",GB
"-0.245429184402135,51.32151059282659,-0.116919090022911,51.39341853690756",uuuu,85633159,,16dcd5527534006a24d854319257f1cd,,d2f8dfc0db2d41184c952848b69544e5,51.362090,-0.177573,1158857303,uuuu,GB,GB,1513913324,51.364683,-0.192916,101750367,Sutton,101750367,115/885/730/3/1158857303.geojson,borough,-1,gbr-datalondon,,"85790847,85683649,1158857303",GB
"-0.254247736290626,51.38015046424503,-0.124151407772434,51.44147463638048",uuuu,85633159,,3e980317b241c99902b986185cc7d250,,d89e6df3e8784912043dd7a226421002,51.409950,-0.197252,1158857305,uuuu,GB,GB,1513913327,51.413048,-0.188837,101750367,Merton,101750367,115/885/730/5/1158857305.geojson,borough,-1,gbr-datalondon,,"85789073,85684099,404433391",GB
"-0.330756432572245,51.32631964015326,-0.238744586054885,51.437290697426505",uuuu,85633159,,8c694ea7d1cce27eab43e2080a898cdb,,5d22d5352484d5b74e0c446331c6d651,51.387906,-0.286900,1158857309,uuuu,GB,GB,1513913330,51.409565,-0.310941,101750367,Kingston upon Thames,101750367,115/885/730/9/1158857309.geojson,borough,-1,gbr-datalondon,,"85788611,85684387,404451491",GB
"-0.392906268905721,51.39143157159357,-0.222942676404443,51.488996039869924",uuuu,85633159,,cab2223ea77da1d7c7ef053812f5a55c,,741c80a1978b9fd872ae2adae43b334f,51.442174,-0.312969,1158857311,uuuu,GB,GB,1513913333,51.458877,-0.301425,101750367,Richmond upon Thames,101750367,115/885/731/1/1158857311.geojson,borough,-1,gbr-datalondon,,"85790051,85684151,404434355",GB
"0.138156947654841,51.487688501701776,0.33401556363443,51.63173446383842",uuuu,85633159,,4bb721176760c42d9252b46422481dfb,,1588310614956378d499ff0aa6dc03b5,51.564387,0.221108,1158857313,uuuu,GB,GB,1513913339,51.587443,0.198443,101750367,Havering,101750367,115/885/731/3/1158857313.geojson,borough,-1,gbr-datalondon,,"85865131,85683841,404455367",GB
"-0.255090332280583,51.464833796759905,-0.179424077345836,51.532752399845165",uuuu,85633159,,a014d6e16fc2efbd5dabbd06c29ea0e2,,29421f5a87994c30adc3ff69faa1c181,51.495954,-0.221290,1158857315,uuuu,GB,GB,1513913344,51.503489,-0.231270,101750367,Hammersmith and Fulham,101750367,115/885/731/5/1158857315.geojson,borough,-1,gbr-datalondon,,"85684299,404433331",GB
"-0.228727695215349,51.477353928525844,-0.150003791595302,51.530352740192306",uuuu,85633159,,c7fb70a0bc7210973fba6fbd535434df,,4183f42004566f3ddd31e9586527a29d,51.501613,-0.192771,1158857317,uuuu,GB,GB,1513913347,51.501136,-0.196631,101750367,Kensington and Chelsea,101750367,115/885/731/7/1158857317.geojson,borough,-1,gbr-datalondon,,"85683667,404445833",GB
"0.066649049219525,51.51196276557964,0.190189876266682,51.59943648202244",uuuu,85633159,,5945796b9f703cf5d7894138f902a888,,ea06af7d30267ec79816d18277fa3f65,51.545277,0.133528,1158857319,uuuu,GB,GB,1513913350,51.542463,0.139910,101750367,Barking and Dagenham,101750367,115/885/731/9/1158857319.geojson,borough,-1,gbr-datalondon,,"85683637,404430431",GB
"30.306043,59.932739,30.306043,59.932739",uuuu,85632685,,a3837e1b125b4ae62f40bc13367e434a,,f61abe6267c2323c827132a7611fcba3,59.932739,30.306043,1158857533,uuuu,RU,RU,1510870328,0.000000,0.000000,1158857531,Admiralteyskiy Rayon,1158857531,115/885/753/3/1158857533.geojson,borough,85688069,unknown,,890479951,RU
"30.58244090679203,59.78119229130351,30.58244090679203,59.78119229130351",uuuu,85632685,,a6c6e521c198c1d87e2aef556b5d71fb,,702f8d6fe8c95dd4021ced6769e8d465,59.781192,30.582441,1158857537,uuuu,RU,RU,1510870328,59.781192,30.582441,1158857531,Kolpinsky,1158857531,115/885/753/7/1158857537.geojson,borough,85688069,unknown,,,RU
"29.785259,59.990383,29.785259,59.990383",uuuu,85632685,,53f42bbc553e83e1d6bc38a8e037e3b1,,9ae53f494537c2fe499a17a0194d73b6,59.990383,29.785259,1158857539,uuuu,RU,RU,1510870328,59.991802,29.785266,1158857531,Kronshtadt,1158857531,115/885/753/9/1158857539.geojson,borough,85688069,quattroshapes,,102002383,RU
"29.79468645159407,60.17900813427202,29.79468645159407,60.17900813427202",uuuu,85632685,,358e470849b0d0dad13a765d08e53c77,,110f3be1102690e55ecd52c456ce745c,60.179008,29.794686,1158857543,uuuu,RU,RU,1510870329,60.179008,29.794686,1158857531,Kurortny,1158857531,115/885/754/3/1158857543.geojson,borough,85688069,unknown,,,RU
"29.909505,59.884143,29.909505,59.884143",uuuu,85632685,,f00b4a19245d3150a25aa0ae0a211a37,,6a9ac25edad78f57961433238b872711,59.884143,29.909505,1158857545,uuuu,RU,RU,1510870329,0.000000,0.000000,1158857531,Petrodvortsoviy Rayon,1158857531,115/885/754/5/1158857545.geojson,borough,85688069,unknown,,890485463,RU
"30.417966,59.695102,30.417966,59.695102",uuuu,85632685,,fd5495b5d5c1f4adc2d5db436362e50b,,e77b6525b36a44fdc96ad98716440964,59.695102,30.417966,1158857547,uuuu,RU,RU,1513814087,0.000000,0.000000,1158857531,Pushkinskiy,1158857531,115/885/754/7/1158857547.geojson,borough,85688069,unknown,,890484589,RU
"30.356426,59.931822,30.356426,59.931822",uuuu,85632685,,4f65f480e9e8bbcee267797300f70bce,,0461c8980c3cfb9846abb0a39e8e8d16,59.931822,30.356426,1158857549,uuuu,RU,RU,1513814091,0.000000,0.000000,1158857531,Tsentral'niy,1158857531,115/885/754/9/1158857549.geojson,borough,85688069,unknown,,890487199,RU
"30.33333,59.91667,30.33333,59.91667",uuuu,85632685,,39567508484bbcb0ca3cbc0e022bf87e,,69bd5351830282bec0cf2b176628f6df,59.916670,30.333330,1158858863,uuuu,RU,RU,1510870329,0.000000,0.000000,1158857531,Frunzenskiy Rayon,1158857531,115/885/886/3/1158858863.geojson,borough,85688069,,,890481579,RU
"30.26667,59.98333,30.26667,59.98333",uuuu,85632685,,975a89c53f3482bb13aafd5f131252ac,,87f8e589fb2ece8f857c22d42c13a4f5,59.983330,30.266670,1158858865,uuuu,RU,RU,1510870329,0.000000,0.000000,1158857531,Kalininskiy Rayon,1158857531,115/885/886/5/1158858865.geojson,borough,85688069,,,890481569,RU
"30.28333,59.86667,30.28333,59.86667",uuuu,85632685,,c9e2182f10a1fdc0661e2b825692a487,,672ad2c0f1327d086c1ab38bc3dbe5b9,59.866670,30.283330,1158858867,uuuu,RU,RU,1510870329,0.000000,0.000000,1158857531,Kirovskiy Rayon,1158857531,115/885/886/7/1158858867.geojson,borough,85688069,,,890480521,RU
"30.22132,59.85777,30.22132,59.85777",uuuu,85632685,,1d706207319a3abd67bfa9f7fc5784e1,,30a19eacf373aa96b899a8ede1ff78a1,59.857770,30.221320,1158858869,uuuu,RU,RU,1513814080,0.000000,0.000000,1158857531,Krasnosel’skiy Rayon,1158857531,115/885/886/9/1158858869.geojson,borough,85688069,,,890481971,RU
"30.41103,59.9587,30.41103,59.9587",uuuu,85632685,,9737072ab14a3fd566a795a58c97bdb0,,875b0819417d0fe19b834ef9ba148f04,59.958700,30.411030,1158858871,uuuu,RU,RU,1510870329,0.000000,0.000000,1158857531,Krasnogvardeyskiy Rayon,1158857531,115/885/887/1/1158858871.geojson,borough,85688069,,,890480001,RU
"30.38333,59.88333,30.38333,59.88333",uuuu,85632685,,0cd7b2bb1ae13f55ba51bfec5a4f1760,,916341ee159a60b5485f9349fa289aab,59.883330,30.383330,1158858875,uuuu,RU,RU,1510870329,0.000000,0.000000,1158857531,Moskovskiy Rayon,1158857531,115/885/887/5/1158858875.geojson,borough,85688069,,,890481953,RU
"30.41667,59.9,30.41667,59.9",uuuu,85632685,,6f04897695c01adb8bc06a3d19cac6a3,,50de13807e4acb4b49ee18dbd458f54e,59.900000,30.416670,1158858877,uuuu,RU,RU,1510870329,0.000000,0.000000,1158857531,Nevskiy Rayon,1158857531,115/885/887/7/1158858877.geojson,borough,85688069,,,890479805,RU
"30.3,59.96667,30.3,59.96667",uuuu,85632685,,c2f2f6b2f2a26ab3954d0f1d0998cf85,,1eff36b75aeeef39c48173402840af6e,59.966670,30.300000,1158858879,uuuu,RU,RU,1510870330,0.000000,0.000000,1158857531,Petrogradskiy Rayon,1158857531,115/885/887/9/1158858879.geojson,borough,85688069,,,890481787,RU
"30.35,59.98333,30.35,59.98333",uuuu,85632685,,5f189a828092c481f12187a81080ff32,,c2916b7349592319039396896366a36c,59.983330,30.350000,1158858881,uuuu,RU,RU,1510870330,0.000000,0.000000,1158857531,Vyborgskiy Rayon,1158857531,115/885/888/1/1158858881.geojson,borough,85688069,,,890486755,RU
"30.3,59.95,30.3,59.95",uuuu,85632685,,5e24f632a15493e34e3b45f5f2a4e051,,e1c6baf16128c77f5fc69896ac067ac4,59.950000,30.300000,1158858883,uuuu,RU,RU,1510870330,0.000000,0.000000,1158857531,Vasileostrovskiy Rayon,1158857531,115/885/888/3/1158858883.geojson,borough,85688069,,,890482081,RU
"30.26667,59.98333,30.26667,59.98333",uuuu,85632685,,c6aa458c5425f48899a5ae94496e6d70,,87f8e589fb2ece8f857c22d42c13a4f5,59.983330,30.266670,1158858885,uuuu,RU,RU,1510870330,0.000000,0.000000,1158857531,Zhdanovskiy Rayon,1158857531,115/885/888/5/1158858885.geojson,borough,85688069,,,890486741,RU
"-73.76121457959005,45.50648602786363,-73.62194254702791,45.58732672025133",uuuu,85633041,,e30e21d0a6934eb857cbdc4316b3f76b,,4a2c4a75e831006cca665f05aa150e75,45.544330,-73.677288,1108906763,uuuu,CA,CA,1513810714,45.538280,-73.689090,101736545,Ahuntsic-Cartierville,101736545,110/890/676/3/1108906763.geojson,borough,136251273,mz,,420784399,CA
"4.41550221514494,51.86166723783014,4.51523385091002,51.90034939897026",uuuu,85633337,,6e7fe1a3adc641ba7d6f37196cd74317,,810be58cf05b4d17375a78dac64257ad,51.879497,4.475701,1108804837,uuuu,NL,NL,1507246138,51.879337,4.473828,101751843,Charlois,101751843,110/880/483/7/1108804837.geojson,borough,85687041,cbsnl,,85797257,NL
"4.4547902665544,51.90034939897026,4.50029332448432,51.92628688617186",uuuu,85633337,,294862612e26429b584dfe9899a86316,,a58f57f9de1fa9b2393a2e12ee0ce6db,51.915662,4.476886,1108804841,uuuu,NL,NL,1507246138,51.915461,4.475337,101751843,Rotterdam Centrum,101751843,110/880/484/1/1108804841.geojson,borough,85687041,cbsnl,,85859833,NL
"4.43234165003841,51.92202497464143,4.48995014601549,51.94294787772079",uuuu,85633337,,2f63c3e104ae7c1afab1dc271ae32f8a,,1efaaa27a332cce8e3c7c1faced89b0e,51.931772,4.463772,1108804843,uuuu,NL,NL,1507246138,51.932356,4.463335,101751843,Noord,101751843,110/880/484/3/1108804843.geojson,borough,85687041,cbsnl,,85859789,NL
"4.37930946546433,51.92608048491883,4.46169641663257,51.97662009724616",uuuu,85633337,,99d51f26469cdd8f2b1cb1288474428f,,3ae1cd297d0f472a4b2e27826391381b,51.952281,4.426272,1108805713,uuuu,NL,NL,1507246138,51.941805,4.433252,101751843,Overschie,101751843,110/880/571/3/1108805713.geojson,borough,85687041,cbsnl,,,NL
"4.45682451222018,51.93949818361098,4.52890180055191,51.98054916040338",uuuu,85633337,2017-10-05,106ee9dc1836ddb0fd7afa22efa5197b,,f066f2253e882f734de54b125a3324d6,51.957651,4.487372,1108805717,uuuu,NL,NL,1513535653,51.957884,4.483788,101751843,Hillegersberg-Schiebroek,101751843,110/880/571/7/1108805717.geojson,borough,85687041,cbsnl,1158831793,,NL
"4.48450720482891,51.89996705442889,4.5424659464845,51.94892360904284",uuuu,85633337,2017-10-05,1b2c17b7327aa4d375debbfb74a016dc,,1cf2321d094344403df742e992f8d095,51.927182,4.515650,1108805719,uuuu,NL,NL,1513535653,51.929701,4.519102,101751843,Kralingen-Crooswijk,101751843,110/880/571/9/1108805719.geojson,borough,85687041,cbsnl,1158831799,,NL
"4.50597927651829,51.86877563822572,4.57632845431604,51.90564645874839",uuuu,85633337,,c1243e9361590474fde2c44c2db6eeb9,,cf0645c3b8fdd0de037e079aa1214873,51.887840,4.543405,1108805721,uuuu,NL,NL,1507246138,51.888015,4.544069,101751843,IJsselmonde,101751843,110/880/572/1/1108805721.geojson,borough,85687041,cbsnl,,,NL
"4.37803404199802,51.87813373415527,4.39869078633552,51.89501582369616",uuuu,85633337,,07e7eb6bec6e3abecd418f64633005bb,,850b5df2159ac0b50392f670ca39bc50,51.887638,4.388242,1108805723,uuuu,NL,NL,1507246138,51.887598,4.388047,101751843,Pernis,101751843,110/880/572/3/1108805723.geojson,borough,85687041,cbsnl,,101754727,NL
"4.52365373248229,51.90377557007935,4.6018082645045,51.9942815528221",uuuu,85633337,,537079e10ed295949b919984847304ca,,b8d6a29bb4334c60ef0374e4fcf87031,51.953372,4.557344,1108805725,uuuu,NL,NL,1513579148,51.949556,4.546982,101751843,Prins Alexander,101751843,110/880/572/5/1108805725.geojson,borough,85687041,cbsnl,,85798329,NL
"4.33061353824467,51.84211825513447,4.38803097371331,51.87738225904241",uuuu,85633337,2017-10-05,92eda18ea3cebc67fefd7dfa5b5aa6c7,,82912d058dda09be04718448ea79401f,51.861728,4.363263,1108805727,uuuu,NL,NL,1513535653,51.860955,4.363814,101751843,Hoogvliet,101751843,110/880/572/7/1108805727.geojson,borough,85687041,cbsnl,1158831763,101754659,NL
"4.04560198014175,51.93372746514365,4.21968772165247,52.00184112870213",uuuu,85633337,2017-10-05,12f7af1374fd46dc81dcdfe8454376e3,,113e39863f7c0faa7dc14f6cabe67816,51.970707,4.149127,1108805729,uuuu,NL,NL,1513535654,51.981192,4.134674,101751843,Hoek van Holland,101751843,110/880/572/9/1108805729.geojson,borough,85687041,cbsnl,1158831797,101808077,NL
"4.37213743271181,51.86641833361818,4.46341620042723,51.9024160860416",uuuu,85633337,2017-10-05,49c96f6d3753a6d74b0b0fed4f5daab0,,364e6f37b427fcf4fc9da68017ed558a,51.885591,4.424650,1108805731,uuuu,NL,NL,1513535654,51.883844,4.440375,101751843,Waalhaven-Eemhaven,101751843,110/880/573/1/1108805731.geojson,borough,85687041,cbsnl,1158831803,,NL
"4.31959664516436,51.8717884123197,4.38618988629993,51.89963160443519",uuuu,85633337,,4d6c695384e40957faad23bb14ece983,,73386e88bc3a017209bedbd942dc8a47,51.885962,4.352963,1108805735,uuuu,NL,NL,1507246139,51.887168,4.353600,101751843,Vondelingenplaat,101751843,110/880/573/5/1108805735.geojson,borough,85687041,cbsnl,,,NL
"3.95999091147741,51.8643017913781,4.33554008602883,51.99191787678365",uuuu,85633337,2017-10-05,282cf4d3635cf84b53c2958b5a4e2e5d,,fa10786a9eb5f98b45f47d3964b5b3a3,51.933400,4.130867,1108805737,uuuu,NL,NL,1513535654,51.960041,4.055668,101751843,Botlek-Europoort-Maasvlakte,101751843,110/880/573/7/1108805737.geojson,borough,85687041,cbsnl,1158831791,,NL
"4.39344792289387,51.93725261527683,4.41549203215595,51.94834714577028",uuuu,85633337,,4ba7e800eb05a7feb772e52d8cf7832c,,30cc252095ab614fbb7e1ebaa47308cc,51.942832,4.405852,1108805739,uuuu,NL,NL,1513578771,51.942154,4.405851,101751843,Rotterdam-Noord-West,101751843,110/880/573/9/1108805739.geojson,borough,85687041,cbsnl,,,NL
"4.5352237652784,51.9152418624205,4.54052258998007,51.92069277627219",uuuu,85633337,,b1dae66922c48321816928222446b5a7,,229c0aa0d2a8e05915fdf42e633f3f0b,51.917449,4.537314,1108805741,uuuu,NL,NL,1513579148,51.917346,4.537134,101751843,Rivium,101751843,110/880/574/1/1108805741.geojson,borough,85687041,cbsnl,,,NL
"4.41494277933292,51.9525345234153,4.44130882754276,51.96624943026914",uuuu,85633337,,f823a4a60b17c7075979d58ac4fc3089,,96cb6663c908180d419a57d678099c6b,51.959819,4.427586,1108805743,uuuu,NL,NL,1507246139,51.960000,4.427584,101751843,Bedrijventerrein Schieveen,101751843,110/880/574/3/1108805743.geojson,borough,85687041,cbsnl,,,NL
"4.18708045685368,51.89656478779325,4.26618340562763,51.94175030329686",uuuu,85633337,,b1aa4a8785aa8facf4ef3eabc9b400a1,,a3b92a75afc92bdc126a2dd8daeb172a,51.915566,4.231807,1108805745,uuuu,NL,NL,1507246139,51.909835,4.235097,101751843,Rozenburg,101751843,110/880/574/5/1108805745.geojson,borough,85687041,cbsnl,,101760475,NL
"4.46776136610892,51.87753728987309,4.52576864954127,51.91812360698789",uuuu,85633337,,72d3c0d6a46859cc84005607cffb1214,,c9dc4fb5959ecac4d377433a5096a719,51.898928,4.501476,1108805747,uuuu,NL,NL,1507246139,51.892205,4.505838,101751843,Feijenoord,101751843,110/880/574/7/1108805747.geojson,borough,85687041,cbsnl,,,NL
"4.40814736976601,51.92042209381563,4.43727492340618,51.9377518390697",uuuu,85633337,,b64a06018eb1a12c785a8d9a4723077a,,7a4e1f3c06f101b88952f2d033004ab6,51.928207,4.420348,1108805749,uuuu,NL,NL,1507246139,51.928025,4.420128,101751843,Spaanse Polder,101751843,110/880/574/9/1108805749.geojson,borough,85687041,cbsnl,,,NL
"4.41350628628685,51.89916865390797,4.46776136610892,51.92334871209678",uuuu,85633337,,6b35c851fbaeb55f8ded6aa74d221fe8,,2060ee0b5f67c3e698598433c4aa9062,51.912416,4.445531,1108805753,uuuu,NL,NL,1507246139,51.912956,4.447724,101751843,Delfshaven,101751843,110/880/575/3/1108805753.geojson,borough,85687041,cbsnl,,,NL
"4.40907532213181,51.90075462314198,4.44083803860538,51.91395266709485",uuuu,85633337,,1661e165c2263667d99e7541dc5d87a2,,680d1e72dc1b036abac39e3dd1a75e13,51.907653,4.424019,1108805755,uuuu,NL,NL,1507246139,51.907827,4.424021,101751843,Nieuw Mathenesse,101751843,110/880/575/5/1108805755.geojson,borough,85687041,cbsnl,,,NL
"4.1961998857559,52.03071162471947,4.26413452747938,52.0790026955591",uuuu,85633337,,cdc1e0a5a441572be56af6f0a8c86364,,61602c7a2e1ac783c39d6427789f0f88,52.055046,4.229469,1108808039,uuuu,NL,NL,1507246139,52.057297,4.229977,101752763,Loosduinen,101752763,110/880/803/9/1108808039.geojson,borough,85687041,mz,,,NL
"4.24299327820103,52.07875553719146,4.32883585634868,52.12832410073878",uuuu,85633337,,cec3d7cbb2a31c5f49ce6f4e5e2b2a62,,4b6c2095d3c789c63c8cb594a53b0b48,52.103133,4.288820,1108808041,uuuu,NL,NL,1507246140,52.102853,4.288180,101752763,Scheveningen,101752763,110/880/804/1/1108808041.geojson,borough,85687041,mz,,,NL
"4.22973759872946,52.06264402410633,4.29695953751506,52.09163341867423",uuuu,85633337,,f859127eba5cd3c02b7363aa8441b6d4,,28c8180d0d09994ce8dc4cc6478acc28,52.077100,4.262232,1108808043,uuuu,NL,NL,1507246140,52.077281,4.262749,101752763,Segbroek,101752763,110/880/804/3/1108808043.geojson,borough,85687041,mz,,,NL
"4.30625408549447,52.07499110580827,4.37351447093404,52.10928735056397",uuuu,85633337,,88ccd0625d919734e6a4702de99b62a9,,3cc9cb347ccf51fdd62246e6945e62bc,52.091946,4.338198,1108808045,uuuu,NL,NL,1507246140,52.086613,4.335408,101752763,Haagse Hout,101752763,110/880/804/5/1108808045.geojson,borough,85687041,mz,,,NL
"4.3400470778081,52.0265460425489,4.42248965486897,52.07784526105739",uuuu,85633337,,a8a7d6ed1dff63592e58f6d99b7e3a2f,,276718495341f2c58a706c40e1d03de9,52.053982,4.380603,1108808047,uuuu,NL,NL,1507246140,52.058563,4.377180,101752763,Leidschenveen-Ypenburg,101752763,110/880/804/7/1108808047.geojson,borough,85687041,mz,,,NL
"4.30810794824392,52.04857445930045,4.3555187027512,52.07528603811082",uuuu,85633337,,d6f378806c0f546c40a035ba61edad6f,,0df9795d02d24bf0ad41b3a14ecf6b8a,52.063213,4.328378,1108808049,uuuu,NL,NL,1513580251,52.066137,4.331958,101752763,Laak,101752763,110/880/804/9/1108808049.geojson,borough,85687041,mz,,,NL
"4.23505399629823,52.01484843296272,4.30981235130373,52.07064377777048",uuuu,85633337,,e407f9fae37056853e2e1b19e43741dc,,4662b3ca0174a6dfdf1bc0ddda414d08,52.044057,4.276603,1108808051,uuuu,NL,NL,1507246140,52.050496,4.277163,101752763,Escamp,101752763,110/880/805/1/1108808051.geojson,borough,85687041,mz,,,NL
"4.28404319276199,52.05640742397841,4.33383981282354,52.09863723697257",uuuu,85633337,,d6f428452b976714b23aaddc2f272422,,95a558413bca52c27813db60060e83cf,52.075577,4.305868,1108808053,uuuu,NL,NL,1507246140,52.076288,4.308327,101752763,Centrum,101752763,110/880/805/3/1108808053.geojson,borough,85687041,mz,,,NL
"5.09830245601157,52.07865698782762,5.12983463162912,52.09786280839566",uuuu,85633337,,387e51ba45499428036ad89384394795,,2d2d621483b21cbf1f084997b8b9099b,52.088587,5.116316,1108808659,uuuu,NL,NL,1507246140,52.088876,5.118702,101751827,Binnenstad,101751827,110/880/865/9/1108808659.geojson,borough,85687039,cbsnl,,,NL
"5.02727760483172,52.06103958295292,5.09724950150249,52.11693335475994",uuuu,85633337,,cfcd43df38cda2092050a9412ae2feb8,,08911476b5db5bf28a15679424c08709,52.089504,5.059947,1108808661,uuuu,NL,NL,1507246140,52.093330,5.057589,101751827,Leidsche Rijn,101751827,110/880/866/1/1108808661.geojson,borough,85687039,cbsnl,,,NL
"5.10982264166227,52.09501668591613,5.16191501128506,52.11524373198677",uuuu,85633337,,188c87c1d8cc00889dabad66c65906a7,,6956806a63114faf246cbe215294ba8f,52.103926,5.136302,1108808663,uuuu,NL,NL,1507246140,52.103967,5.136288,101751827,Noordoost,101751827,110/880/866/3/1108808663.geojson,borough,85687039,cbsnl,,,NL
"5.0612045415947,52.09356165142879,5.11521906806105,52.12718148769897",uuuu,85633337,,81442294ebcd1dfcdcd24138ed83cd6b,,f9b4e76e57822b6f19208279d9cd9601,52.109740,5.090973,1108808665,uuuu,NL,NL,1507246140,52.110287,5.090974,101751827,Noordwest,101751827,110/880/866/5/1108808665.geojson,borough,85687039,cbsnl,,,NL
"5.12237418750932,52.05668804356858,5.19515497057128,52.09840200971297",uuuu,85633337,,c5b9b2c22233b9c778193c8491b7bbcd,,9b5e07264a3b227a488c6473173a6a2e,52.082477,5.155810,1108808669,uuuu,NL,NL,1507246140,52.082872,5.147267,101751827,Oost,101751827,110/880/866/9/1108808669.geojson,borough,85687039,cbsnl,,,NL
"5.07236042908929,52.10641047856419,5.14938872986472,52.1356714565925",uuuu,85633337,,a0c8122b6af0f706c8a5c0e475ef9215,,576564a9aa5c4f34fb85e848cddbfa7f,52.120716,5.109255,1108808671,uuuu,NL,NL,1507246140,52.119801,5.109255,101751827,Overvecht,101751827,110/880/867/1/1108808671.geojson,borough,85687039,cbsnl,,85798227,NL
